# Module inline-string scan: 3025 hits, 1877 unique printable

CALL_ADDR    L   STRING
0x18080e99b  17  'Preset Teleports'
0x18080eb05   2  <bin> 3902
0x18080ecdd  37  'Protect yourself from other modders.'
0x18080ed74  20  'Entity Render Limit'
0x18080eeca   8  'Crashes'
0x18080efe4   2  <bin> e88f
0x18080f126  38  'Rockstar network and player services.'
0x18080f1dc   2  <bin> c682
0x18080f3a4   4  'Lua'
0x18080f43b  20  'Custom Lua Scripts.'
0x18080f47c   4  'Lua'
0x18080f512  19  'Subscribed Scripts'
0x18080f762   7  'Themes'
0x18080f7bd   8  'Scaling'
0x18080f94e   7  'Player'
0x18080f9a9   8  'Players'
0x18080fa73   8  'Session'
0x18080face   8  'Spawner'
0x18080fb29   8  'Vehicle'
0x18080fb83   7  'Weapon'
0x18080fc2b   5  'Misc'
0x18080fe6d   4  'You'
0x18080febd   5  'Host'
0x18080ff87   8  'Cheater'
0x18080ffe1   7  'Friend'
0x18081003c   8  'Friends'
0x18081008c   5  'Team'
0x1808100e6   7  'Modder'
0x180810141   8  'Godmode'
0x180810459   5  'Ping'
0x180810569  22  'Slot Machine Override'
0x1808106c7   7  'Filter'
0x180810722   8  'Results'
0x1808108e6   7  'Search'
0x180810ac7   2  <bin> d9bf
0x180810c94  19  'Another Test Toast'
0x18081107b   4  'Yes'
0x18081114d  17  'Stop All Scripts'
0x18081128e   7  'Create'
0x18081132f  22  'Documentation To File'
0x18081140d   2  <bin> c794
0x1808115a7   5  'None'
0x1808115f7   5  'Info'
0x1808117cf   2  <bin> f3c6
0x18081182a   8  'Is Team'
0x18081188f   2  <bin> 24f1
0x180811b1c   5  'IPv4'
0x180811b6c   5  'Port'
0x180811bd1   2  <bin> 928c
0x180811c2c   8  'Country'
0x180811c86   7  'Region'
0x180811cd6   5  'City'
0x180811d14   4  'Zip'
0x180811d6f   8  'Latiude'
0x180811dd4   2  ',-'
0x180811e39   2  <bin> cdc1
0x180811e77   4  'ISP'
0x180811eb8   4  'Org'
0x180811ef6   4  'ASN'
0x180811f34   4  'VPN'
0x180811f84   5  'Rank'
0x180812093   7  'Deaths'
0x1808120ed   7  'Wallet'
0x18081213d   5  'Bank'
0x18081238c  17  'Favourite Weapon'
0x180812667  17  'Arena Wars Level'
0x1808126a5   4  'Log'
0x180812751   8  'Tracers'
0x1808127ab   7  'Colors'
0x1808136f8  30  '[{:0>2}:{:0>2}:{:0>2}.{:0>3}]'
0x180818ff3   4  '[H]'
0x180819353   4  '[C]'
0x180819466   4  '[F]'
0x180819575   4  '[T]'
0x180819691   4  '[M]'
0x1808197a0   4  '[G]'
0x1808198af   4  '[I]'
0x1808199cd   7  '[GTA+]'
0x180819af4   5  '[VG]'
0x180819c04   5  '[VM]'
0x180819cff   4  '[V]'
0x18081a04f   5  '[SS]'
0x180848ca3  30  '[{:0>2}:{:0>2}:{:0>2}.{:0>3}]'
0x18084f56c  17  'Vehicle God Mode'
0x18084f5fd   7  'Repair'
0x18084f706   5  'Wash'
0x18084f83b  19  'Burn Vehicle Shell'
0x18084f94b   2  <bin> c7f9
0x18084f9fa  17  'Bypass Max Speed'
0x18084fab4  20  'Stick To The Ground'
0x18084fb63  17  'Engine Always On'
0x1808509eb  17  'Start Auto Pilot'
0x180850b06   8  'Flip Up'
0x180850c9f  52  <bin> 14c5b43b896966be07f0e370893412a17fbdec9e5cce0ecf13b20eaeb8ebfa6b08f16e79fb7b5d0f6734bc296802f2281f12e060
0x18085101d  19  'Force Jump Ability'
0x18085120a  24  'Force Parachute Ability'
0x1808513e9  22  'Force Gliding Ability'
0x18085161e  27  'Force Rocket Boost Ability'
0x180851a72  19  'Force Ramp Ability'
0x180851bca  22  'Infinite Rocket Boost'
0x180851d5e  17  'Drive Underwater'
0x180851e26  21  'Anti Missile Lock On'
0x180851f3b  16  <bin> f7ca14986f051d84acfcf3be98fb4f87
0x180852003   2  'f<'
0x180852290  23  'Disable Full Collision'
0x18085243f  26  'Disable Vehicle Collision'
0x1808525eb  23  'Disable Prop Collision'
0x180852797  23  'Disable Wall Collision'
0x1808528b3  40  'Disables collision with all other peds.'
0x18085291f  22  'Disable Ped Collision'
0x180852b43  21  'Show Bomb Trajectory'
0x180852cb7  17  'Speedometer Unit'
0x180852ed7  26  'Flash Vehicle Color Delay'
0x180852fac  20  'Flash Vehicle Color'
0x18085309d  32  'Flash Vehicle Wheel Color Delay'
0x18085318a  26  'Flash Vehicle Wheel Color'
0x180853253  22  'Flash Neon Kits Delay'
0x1808533df  23  'Flash Tyre Smoke Delay'
0x1808534ab  17  'Flash Tyre Smoke'
0x18085357b  23  'Flash Headlights Delay'
0x180853647  17  'Flash Headlights'
0x18085371f  25  'Synced Fade Colors Delay'
0x1808537f3  19  'Synced Fade Colors'
0x180853a2d  25  'Fade Vehicle Color Delay'
0x180853b01  19  'Fade Vehicle Color'
0x180853bca  22  'Fade Tyre Smoke Delay'
0x180854004  17  'Forward Strength'
0x180854568  27  'Kick Everyone From Vehicle'
0x180854630  25  'Kick Driver From Vehicle'
0x18085c584   2  '&P'
0x18086b029  30  '[{:0>2}:{:0>2}:{:0>2}.{:0>3}]'
0x18086e03f  17  'Give All Weapons'
0x18086e1a1  27  'Give All Weapon Components'
0x18086e2d9  19  'Remove All Weapons'
0x18086e757  27  'Allow All Weapons Drive By'
0x18086e92b  27  'Allow Weapons In Interiors'
0x18086ec94  20  'Unlimited Ammo Clip'
0x18086ef1f   8  'Ped Gun'
0x18086f109   2  <bin> ca62
0x18086f4d5   2  'PS'
0x18086f643   7  'Recoil'
0x18086f7ec   7  'Spread'
0x18086f973   7  'Damage'
0x18086ffc7  17  'Force On Vehicle'
0x18087034a  23  'Remove Weapon Cooldown'
0x180870521  27  'Remove Weapon Restrictions'
0x180870775  27  'Remote Projecticle Control'
0x180877e89  21  'Silent Magic Bullets'
0x18087e802   2  <bin> 3ebc
0x18087f992   2  <bin> 1a5e
0x18087fac2   5  'name'
0x18087fc4a   5  'name'
0x18087fddb   5  'name'
0x180880044   8  'Seen By'
0x180880150   7  'author'
0x1808801e8   7  'fields'
0x180880229   5  'name'
0x180880292  17  'Social Club Name'
0x1808803c7   5  'name'
0x1808892cc   5  'Hour'
0x180889454   7  'Minute'
0x1808895dc   7  'Second'
0x180889956   2  <bin> d7dd
0x18088a20f   4  'Fog'
0x18088a39d   4  'Sun'
0x18088a454   5  'Rain'
0x18088a50b   5  'Snow'
0x18088a5d3   2  '<s'
0x18088a69b   2  <bin> cf0d
0x18088af09   8  'Weather'
0x18088b331   7  'Clouds'
0x18088b466   8  'Sky VFX'
0x18088b51c  25  'Alpha acts as intensity.'
0x18088b62f  25  'Alpha acts as intensity.'
0x18088b7b4  25  'Azimuth Transition Color'
0x18088ba50  25  'Alpha acts as intensity.'
0x18088c0ea   2  <bin> 9c6d
0x18088d4ba   2  <bin> 24d0
0x18088d5b5  33  'Disables the pickup glow effect.'
0x18088d60b  20  'Disable Pickup Glow'
0x18088d945  21  'Override Glow Effect'
0x18088da05  34  'The intensity of the glow effect.'
0x18088db45  34  'The Frequency of the glow effect.'
0x180a09538  29  'Failed parsing Ipv4-info: {}'
